"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","File_loc","Year","original","taxa_data.scientificNameAuthorship.i.","Title","EID","taxa_data.family.i.","taxa_data.ï..taxonID.i.","taxa_data.acceptedNameUsageID.i.","taxa_data.parentNameUsageID.i.","taxa_data.taxonomicStatus.i.","level"
"5772","Anthochaera carunculata","Animalia","Aves","Passeriformes","10.1007/BF00317758","1990","Anthochaera carunculata","Shaw 1790","Effects of nectar volume and concentration on sugar intake rates of Australian honeyeaters (Meliphagidae)","2-s2.0-0025684098","Meliphagidae","27744077",NA,"33444665","accepted name","1a"
"5773","Anthochaera carunculata","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","Anthochaera carunculata","Shaw 1790","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27744077",NA,"33444665","accepted name","1a"
"5774","Anthochaera carunculata","Animalia","Aves","Passeriformes","10.1071/BT9780335","1978","Anthochaera carunculata","Shaw 1790","Assortative Pollination by Red Wattlebirds in a Hybrid Population of Anigozanthos Labill. (Haemodoraceae)","2-s2.0-84971022142","Meliphagidae","27744077",NA,"33444665","accepted name","1a"
"5775","Anthornis melanura","Animalia","Aves","Passeriformes","","2014","Anthornis melanura","Sparrman 1786","Restoring bird pollination of Fuchsia excorticata by mammalian predator control","2-s2.0-84904510136","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5776","Anthornis melanura","Animalia","Aves","Passeriformes","10.1111/j.1442-9993.2012.02381.x","2013","Anthornis melanura","Sparrman 1786","Severe pollen limitation in populations of the New Zealand shrub Alseuosmia macrophylla (Alseuosmiaceae) can be attributed to the loss of pollinating bird species","2-s2.0-84872821577","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5777","Anthornis melanura","Animalia","Aves","Passeriformes","","2005","Anthornis melanura","Sparrman 1786","Can stoat (Mustela erminea) trapping increase bellbird (Anthornis melanura) populations and benefit mistletoe (Peraxilla tetrapetala) pollination?","2-s2.0-18844364929","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5778","Anthornis melanura","Animalia","Aves","Passeriformes","10.1080/0028825X.2004.9512892","2004","Anthornis melanura","Sparrman 1786","Is dispersal easier than pollination? Two tests in New Zealand Loranthaceae","2-s2.0-2542533107","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5779","Anthornis melanura","Animalia","Aves","Passeriformes","","2003","Anthornis melanura","Sparrman 1786","Seasonal variation in the honeydew, invertebrate, fruit and nectar resource for bellbirds in a New Zealand mountain beech forest","2-s2.0-0038608170","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5780","Anthornis melanura","Animalia","Aves","Passeriformes","","2001","Anthornis melanura","Sparrman 1786","Scarce or distracted? bellbird (Anthornis melanura) foragingand diet in an area inadequate mistletoe pollination","2-s2.0-0035096340","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5781","Anthornis melanura","Animalia","Aves","Passeriformes","","1999","Anthornis melanura","Sparrman 1786","Reproductive biology, ecology and conservation of Carmichaelia williamsii (Fabaceae), a vulnerable legume from New Zealand","2-s2.0-0033493743","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5782","Anthornis melanura","Animalia","Aves","Passeriformes","10.1046/j.1523-1739.1999.97471.x","1999","Anthornis melanura","Sparrman 1786","Effects of pollinator loss on endemic New Zealand mistletoes (Loranthaceae)","2-s2.0-0032998776","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5783","Anthornis melanura","Animalia","Aves","Passeriformes","10.1080/0028825X.1988.10410647","1988","Anthornis melanura","Sparrman 1786","Reproductive biology of Phormium tenax: A honeyeater-pollinated species","2-s2.0-0024254784","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5784","Anthornis melanura","Animalia","Aves","Passeriformes","10.1080/03014223.1985.10428309","1985","Anthornis melanura","Sparrman 1786","Pollinator visits to floral colour phases of fuchsia excorticate","2-s2.0-0022165032","Meliphagidae","27744081",NA,"33444870","accepted name","1a"
"5785","Anthreptes malacensis","Animalia","Aves","Passeriformes","10.1111/j.1442-1984.1991.tb00216.x","1991","Anthreptes malacensis","Scopoli 1786","Pollination in Bruguiera gymnorrhiza (Rhizophoraceae) in Miyara River, Ishigaki Island, Japan, and Phangnga, Thailand","2-s2.0-84995087549","Nectariniidae","27744096",NA,"33348621","accepted name","1a"
"5786","Aphrastura spinicauda","Animalia","Aves","Passeriformes","10.1371/journal.pone.0021596","2011","Aphrastura spinicauda","Gmelin 1789","Changes in patch features may exacerbate or compensate for the effect of habitat loss on forest bird populations","2-s2.0-79959580109","Furnariidae","27744183",NA,"33333818","accepted name","1a"
"5787","Arachnothera longirostra","Animalia","Aves","Passeriformes","","2018","Arachnothera longirostra","Latham 1790","Morphometric sexing of little spiderhunter (Arachnothera longirostra) in Peninsular Malaysia","2-s2.0-85042713076","Nectariniidae","27744213",NA,"33333978","accepted name","1a"
"5788","Arachnothera magna","Animalia","Aves","Passeriformes","","2010","Arachnothera magna","Hodgson 1836","The role of wild banana (Musa acuminata Colla) on wildlife diversity in mixed deciduous forest, Kanchanaburi Province, Western Thailand","2-s2.0-75149180431","Nectariniidae","27744214",NA,"33333978","accepted name","1a"
"5789","Cacicus haemorrhous","Animalia","Aves","Passeriformes","10.1111/j.1744-7429.2006.00191.x","2006","Cacicus haemorrhous","Linnaeus 1766","Bird pollination of explosive flowers while foraging for nectar and caterpillars","2-s2.0-33747061002","Icteridae","27744441",NA,"33444779","accepted name","1a"
"5790","Chaetops aurantius","Animalia","Aves","Passeriformes","10.2989/00306520409485458","2004","Chaetops aurantius","E L Layard 1867","Climate change and birds: Perspectives and prospects from southern Africa","2-s2.0-13444292558","Chaetopidae","27744641",NA,"33479532","accepted name","1a"
"5791","Corvus macrorhynchos","Animalia","Aves","Passeriformes","10.4462/annbotrm-13285","2017","Corvus macrorhynchos","Wagler 1827","Reproductive biology of the hill glory bower, Clerodendrum infortunatum L. (Lamiaceae)","2-s2.0-85023630198","Corvidae","27744978",NA,"33314630","accepted name","1a"
"5792","Corvus macrorhynchos","Animalia","Aves","Passeriformes","10.11609/jott.2276.8.5.8777-8787","2016","Corvus macrorhynchos","Wagler 1827","Pollination ecology of Clerodendrum inerme (L.) Gaertn. (Lamiaceae) in Coringa mangrove ecosystem, Andhra Pradesh, India","2-s2.0-85017530871","Corvidae","27744978",NA,"33314630","accepted name","1a"
"5793","Corvus macrorhynchos","Animalia","Aves","Passeriformes","10.1111/j.1438-8677.2009.00218.x","2009","Corvus macrorhynchos","Wagler 1827","Crows break off live camphor twigs: An avian disturbance effect on plants","2-s2.0-73349093762","Corvidae","27744978",NA,"33314630","accepted name","1a"
"5794","Corvus splendens","Animalia","Aves","Passeriformes","10.4462/annbotrm-13285","2017","Corvus splendens","Vieillot 1817","Reproductive biology of the hill glory bower, Clerodendrum infortunatum L. (Lamiaceae)","2-s2.0-85023630198","Corvidae","27744988",NA,"33314630","accepted name","1a"
"5795","Corvus splendens","Animalia","Aves","Passeriformes","10.11609/jott.2276.8.5.8777-8787","2016","Corvus splendens","Vieillot 1817","Pollination ecology of Clerodendrum inerme (L.) Gaertn. (Lamiaceae) in Coringa mangrove ecosystem, Andhra Pradesh, India","2-s2.0-85017530871","Corvidae","27744988",NA,"33314630","accepted name","1a"
"5796","Curaeus curaeus","Animalia","Aves","Passeriformes","10.1111/j.1744-7429.2005.00088.x","2005","Curaeus curaeus","Molina 1782","Direct and indirect effects of nectar robbing on the pollinating behavior of Patagona gigas (Trochilidae)","2-s2.0-31344448227","Icteridae","27745078",NA,"33444251","accepted name","1a"
"5797","Dicaeum hirundinaceum","Animalia","Aves","Passeriformes","10.1071/MU12098","2014","Dicaeum hirundinaceum","Shaw 1792","Do bird species richness and community structure vary with mistletoe flowering and fruiting in Western Australia?","2-s2.0-84894223483","Dicaeidae","27745208",NA,"33290947","accepted name","1a"
"5798","Dicaeum hirundinaceum","Animalia","Aves","Passeriformes","10.1111/j.1442-9993.1990.tb01526.x","1990","Dicaeum hirundinaceum","Shaw 1792","Mutualistic interdependence between mistletoes Amyema quandang, and spiny?cheeked honeyeaters and mistletoebirds in an arid woodland","2-s2.0-0025664356","Dicaeidae","27745208",NA,"33290947","accepted name","1a"
"5799","Dicrurus adsimilis","Animalia","Aves","Passeriformes","10.1023/A:1016648326847","2001","Dicrurus adsimilis","Bechstein 1794","Effects of tsetse targets on mammals and birds in Kasungu National Park, Malawi","2-s2.0-0034923727","Dicruridae","27745230",NA,"33396812","accepted name","1a"
"5800","Diglossa albilatera","Animalia","Aves","Passeriformes","10.1111/j.1438-8677.2008.00059.x","2008","Diglossa albilatera","Lafresnaye 1843","Pollination ecology of Disterigma stereophyllum (Ericaceae) in south-western Colombia","2-s2.0-45149118532","Thraupidae","27745252",NA,"33376174","accepted name","1a"
"5801","Diglossa baritula","Animalia","Aves","Passeriformes","10.1139/cjz-79-6-997","2001","Diglossa baritula","Wagler 1832","Multiple ecological interactions: Nectar robbers and hummingbirds in a highland forest in Mexico","2-s2.0-0034873281","Thraupidae","27745253",NA,"33376174","accepted name","1a"
"5802","Diglossa baritula","Animalia","Aves","Passeriformes","","1996","Diglossa baritula","Wagler 1832","The role of an avian nectar robber and of Hummingbird pollinators in the reproduction of two plant species","2-s2.0-0029668083","Thraupidae","27745253",NA,"33376174","accepted name","1a"
"5803","Diglossa duidae","Animalia","Aves","Passeriformes","10.1007/BF00936149","1989","Diglossa duidae","Chapman 1929","Floral biological observations on Heliamphora tatei (Sarraceniaceae) and other plants from Cerro de la Neblina in Venezuela","2-s2.0-0002698638","Thraupidae","27745256",NA,"33376174","accepted name","1a"
"5804","Elaenia albiceps","Animalia","Aves","Passeriformes","10.1111/j.1523-1739.2011.01818.x","2012","Elaenia albiceps","Orbigny  Lafresnaye 1837","Effects of Matrix Characteristics and Interpatch Distance on Functional Connectivity in Fragmented Temperate Rainforests","2-s2.0-84858811256","Tyrannidae","27745322",NA,"33334781","accepted name","1a"
"5805","Elaenia albiceps","Animalia","Aves","Passeriformes","10.1046/j.1442-9993.2003.01248.x","2003","Elaenia albiceps","Orbigny  Lafresnaye 1837","Foraging behaviour of bird pollinators on Embothrium coccineum (Proteaceae) trees in forest fragments and pastures in southern Chile","2-s2.0-0037331410","Tyrannidae","27745322",NA,"33334781","accepted name","1a"
"5806","Elaenia mesoleuca","Animalia","Aves","Passeriformes","","1997","Elaenia mesoleuca","Deppe 1830","Birds as pollinators of feijoa (acca sellowiana bera)","2-s2.0-0007557679","Tyrannidae","27745330",NA,"33334781","accepted name","1a"
"5807","Elaenia ridleyana","Animalia","Aves","Passeriformes","10.1071/BT08179","2009","Elaenia ridleyana","Sharpe 1888","A catch-all leguminous tree: Erythrina velutina visited and pollinated by vertebrates at an oceanic island","2-s2.0-63149152752","Tyrannidae","27745335",NA,"33334781","accepted name","1a"
"5808","Garrulus glandarius","Animalia","Aves","Passeriformes","10.1016/j.ecolecon.2005.11.007","2006","Garrulus glandarius","Linnaeus 1758","Economic valuation of a seed dispersal service in the Stockholm National Urban Park, Sweden","2-s2.0-33748109729","Corvidae","27745689",NA,"33444794","accepted name","1a"
"5809","Geospiza conirostris","Animalia","Aves","Passeriformes","10.1007/BF00349186","1981","Geospiza conirostris","Ridgway 1890","Exploitation of Opuntia cactus by birds on the Galápagos","2-s2.0-0001516767","Thraupidae","27745710",NA,"33394063","accepted name","1a"
"5810","Geospiza scandens","Animalia","Aves","Passeriformes","10.2307/2265624","1996","Geospiza scandens","Gould 1837","Pollen digestion by Darwin's finches and its importance for early breeding","2-s2.0-0030404488","Thraupidae","27745715",NA,"33394063","accepted name","1a"
"5811","Geospiza scandens","Animalia","Aves","Passeriformes","10.1007/BF00349186","1981","Geospiza scandens","Gould 1837","Exploitation of Opuntia cactus by birds on the Galápagos","2-s2.0-0001516767","Thraupidae","27745715",NA,"33394063","accepted name","1a"
"5812","Icterus cayanensis","Animalia","Aves","Passeriformes","","2016","Icterus cayanensis","Linnaeus 1766","Exploitation of Ceiba pubiflora flowers by birds","2-s2.0-84983339529","Icteridae","27746044",NA,"33392541","accepted name","1a"
"5813","Icterus cayanensis","Animalia","Aves","Passeriformes","10.1071/BT11325","2012","Icterus cayanensis","Linnaeus 1766","Generalised pollination system of Erythrina dominguezii (Fabaceae:Papilionoideae) involving hummingbirds, passerines and bees","2-s2.0-84867013239","Icteridae","27746044",NA,"33392541","accepted name","1a"
"5814","Icterus cayanensis","Animalia","Aves","Passeriformes","","2005","Icterus cayanensis","Linnaeus 1766","Reproductive biology of Erythrina falcata (Fabaceae: Papilionoideae)","2-s2.0-17644384391","Icteridae","27746044",NA,"33392541","accepted name","1a"
"5815","Icterus cayanensis","Animalia","Aves","Passeriformes","","2002","Icterus cayanensis","Linnaeus 1766","Exploitation of Erythrina dominguezii Hassl. (Fabaceae) nectar by perching birds in a dry forest in western Brazil","2-s2.0-0037983072","Icteridae","27746044",NA,"33392541","accepted name","1a"
"5816","Lanius collurio","Animalia","Aves","Passeriformes","10.1007/s10841-013-9596-2","2013","Lanius collurio","Linnaeus 1758","Are the birds dangerous for insect pollinators? The relationship between hymenopterans and the red-backed shrike","2-s2.0-84888777362","Laniidae","27746195",NA,"33304796","accepted name","1a"
"5817","Lichmera indistincta","Animalia","Aves","Passeriformes","10.1071/BT9860175","1986","Lichmera indistincta","Vigors  Horsfield 1827","Honeyeaters and the pollination biology of Banksia prionotes (proteaceae)","2-s2.0-0022834682","Meliphagidae","27746285",NA,"33397274","accepted name","1a"
"5818","Lichmera indistincta","Animalia","Aves","Passeriformes","10.1111/j.1442-9993.1984.tb01373.x","1984","Lichmera indistincta","Vigors  Horsfield 1827","Nectar utilization and pollination by Australian honeyeaters and insects visiting Calothamnus quadrifidus (Myrtaceae)","2-s2.0-0021570514","Meliphagidae","27746285",NA,"33397274","accepted name","1a"
"5819","Lichmera indistincta","Animalia","Aves","Passeriformes","10.1071/WR9810187","1981","Lichmera indistincta","Vigors  Horsfield 1827","Honeyeaters and their winter food plants on granite rocks in the central wheatbelt of Western Australia","2-s2.0-84970608166","Meliphagidae","27746285",NA,"33397274","accepted name","1a"
"5820","Manorina melanocephala","Animalia","Aves","Passeriformes","10.1007/s10980-015-0229-x","2015","Manorina melanocephala","Latham 1802","Climate drying amplifies the effects of land-use change and interspecific interactions on birds","2-s2.0-84945444356","Meliphagidae","27746461",NA,"33479203","accepted name","1a"
"5821","Manorina melanocephala","Animalia","Aves","Passeriformes","10.1111/1365-2656.12245","2014","Manorina melanocephala","Latham 1802","Variation in abundance of nectarivorous birds: Does a competitive despot interfere with flower tracking?","2-s2.0-84909977530","Meliphagidae","27746461",NA,"33479203","accepted name","1a"
"5822","Mirafra rufocinnamomea","Animalia","Aves","Passeriformes","10.1023/A:1016648326847","2001","Mirafra rufocinnamomea","Salvadori 1865","Effects of tsetse targets on mammals and birds in Kasungu National Park, Malawi","2-s2.0-0034923727","Alaudidae","27746636",NA,"33292191","accepted name","1a"
"5823","Monticola rupestris","Animalia","Aves","Passeriformes","10.1111/aec.12387","2016","Monticola rupestris","Vieillot 1818","Of feathers and fur: Differential pollinator roles of birds and small mammals in the grassland succulent Aloe peglerae","2-s2.0-84984696167","Muscicapidae","27746689",NA,"33377420","accepted name","1a"
"5824","Monticola rupestris","Animalia","Aves","Passeriformes","10.1007/s11258-012-0144-z","2013","Monticola rupestris","Vieillot 1818","The birds and the seeds: Opportunistic avian nectarivores enhance reproduction in an endemic montane aloe","2-s2.0-84872270357","Muscicapidae","27746689",NA,"33377420","accepted name","1a"
"5825","Myioborus torquatus","Animalia","Aves","Passeriformes","10.5091/plecevo.2016.1258","2016","Myioborus torquatus","S F Baird 1865","Floral scent and flower visitors of three green-flowered Costa Rican and Panamanian Blakea species (melastomataceae) indicate birds rather than rodents as pollinators","2-s2.0-85005939783","Parulidae","27746798",NA,"33392635","accepted name","1a"
"5826","Nectarinia famosa","Animalia","Aves","Passeriformes","10.4102/abc.v47i1.2215","2017","Nectarinia famosa","Linnaeus 1766","Notes on the flowering and pollination of the endemic grassland Aloe reitzii var. reitzii (Asphodelaceae)","2-s2.0-85029711569","Nectariniidae","27746975",NA,"33375114","accepted name","1a"
"5827","Nectarinia famosa","Animalia","Aves","Passeriformes","10.1016/j.sajb.2015.07.004","2016","Nectarinia famosa","Linnaeus 1766","Sunbird-pollination in the geoflorous species Hyobanche sanguinea (Orobanchaceae) and Lachenalia luteola (Hyacinthaceae)","2-s2.0-84939556757","Nectariniidae","27746975",NA,"33375114","accepted name","1a"
"5828","Nectarinia famosa","Animalia","Aves","Passeriformes","10.2989/00306525.2013.774300","2013","Nectarinia famosa","Linnaeus 1766","Sunbirds hover at flowers of Salvia and Lycium","2-s2.0-84876036968","Nectariniidae","27746975",NA,"33375114","accepted name","1a"
"5829","Nectarinia famosa","Animalia","Aves","Passeriformes","10.1016/j.sajb.2011.06.007","2012","Nectarinia famosa","Linnaeus 1766","The cost of being specialized: Pollinator limitation in the endangered geophyte Brunsvigia litoralis (Amaryllidaceae) in the Cape Floristic Region of South Africa","2-s2.0-84855969505","Nectariniidae","27746975",NA,"33375114","accepted name","1a"
"5830","Nectarinia famosa","Animalia","Aves","Passeriformes","10.5751/ES-04758-170227","2012","Nectarinia famosa","Linnaeus 1766","Urbanization drives a reduction in functional diversity in a guild of nectar-feeding birds","2-s2.0-84864484241","Nectariniidae","27746975",NA,"33375114","accepted name","1a"
"5831","Nectarinia famosa","Animalia","Aves","Passeriformes","10.1016/j.sajb.2010.03.001","2010","Nectarinia famosa","Linnaeus 1766","Pollination of the red-hot poker Kniphofia laxiflora (Asphodelaceae) by sunbirds","2-s2.0-77957193069","Nectariniidae","27746975",NA,"33375114","accepted name","1a"
